dx,dy,action,speed_multiplier,enemy_count
-34,-115,2,1.0,13
-34,-115,0,1.0,13
-14,-115,2,1.0,13
11,-115,2,1.0,13
71,-115,2,1.0,13
71,-115,2,1.0,13
71,-115,1,1.0,13
26,-115,2,1.0,13
15,-150,2,1.0,13
-1,-119,2,1.0,13
-6,-113,2,1.0,13
-200,-382,2,1.0,16
-164,-377,2,1.0,16
-210,-417,2,1.0,16
-168,-458,0,1.0,16
4,-399,2,1.0,16
0,-441,2,1.0,16
0,-339,2,1.0,16
-1,-425,2,1.0,15
0,-284,2,1.0,15
0,-371,0,1.0,15
2,-315,2,1.0,15
2,-309,2,1.0,15
0,-393,2,1.0,14
0,-257,2,1.0,14
0,-252,2,1.0,14
0,-385,2,1.0,14
0,-379,2,1.0,14
0,-372,2,1.0,13
0,-260,2,1.0,13
0,-353,2,1.0,13
0,-345,2,1.0,13
0,-243,2,1.0,12
0,-333,2,1.0,12
0,-322,2,1.0,12
0,-316,2,1.0,12
0,-310,2,1.0,12
0,-307,2,1.0,11
0,-300,2,1.0,11
0,-294,2,1.0,11
0,-288,2,1.0,11
-1,-200,2,1.0,11
-1,-267,2,1.0,10
0,-269,2,1.0,10
0,-259,2,1.0,10
0,-253,2,1.0,10
0,-247,2,1.0,10
0,-242,2,1.0,9
0,-236,2,1.0,9
0,-235,1,1.0,9
-7,-195,2,1.0,9
-1,-190,2,1.0,9
0,-218,2,1.0,9
0,-216,2,1.0,8
-1,-210,2,1.0,8
-1,-204,2,1.0,8
0,-200,2,1.0,8
0,-200,2,1.0,8
-1,-200,2,1.0,7
-2,-200,2,1.0,7
-2,-200,2,1.0,7
-2,-200,2,1.0,7
-2,-200,2,1.0,7
-13,-194,2,1.0,6
-13,-194,2,1.0,6
31,-198,0,1.0,6
-13,-191,2,1.0,6
2,-191,2,1.0,6
2,-191,2,1.0,5
2,-191,2,1.0,5
2,-191,1,1.0,5
-6,-181,2,1.0,5
-21,-180,2,1.0,5
-21,-180,2,1.0,5
-21,-180,0,1.0,5
-3,-191,2,1.0,5
-3,-189,2,1.0,5
-3,-189,2,1.0,5
-3,-189,2,1.0,5
-3,-189,2,1.0,4
-3,-189,2,1.0,4
-3,-189,2,1.0,4
-3,-189,2,1.0,4
24,-180,2,1.0,3
24,-180,1,1.0,3
-16,-180,2,1.0,3
-16,-180,2,1.0,3
-16,-180,2,1.0,3
17,-191,2,1.0,2
17,-191,1,1.0,2
-8,-191,2,1.0,2
42,-165,2,1.0,2
42,-165,2,1.0,2
42,-165,1,1.0,2
-13,-190,2,1.0,2
-18,-190,2,1.0,2
42,-190,1,1.0,2
-141,-142,0,1.0,1
-1,-142,0,1.0,1
34,-142,1,1.0,1
-16,-142,2,1.0,1
44,-141,1,1.0,1
19,-141,1,1.0,1
-21,-141,2,1.0,1
-21,-141,0,1.0,1
4,-141,2,1.0,1
64,-141,1,1.0,1
-36,-141,2,1.0,1
-146,-136,0,1.0,1
4,-136,2,1.0,1
-131,-406,0,1.0,18
0,-223,0,1.0,13
-2,-206,0,1.0,12
-6,-247,0,1.0,12
36,-230,1,1.0,12
-1,-201,2,1.0,12
0,-200,2,1.0,11
-19,-183,2,1.0,11
-19,-183,2,1.0,11
-18,-183,1,1.0,11
-4,-182,2,1.0,11
-4,-182,2,1.0,10
-4,-182,0,1.0,10
5,-186,2,1.0,10
-27,-157,2,1.0,9
-14,-159,2,1.0,9
-14,-159,0,1.0,9
3,-157,2,1.0,9
-7,-173,2,1.0,9
-7,-173,2,1.0,9
-16,-166,2,1.0,8
-16,-166,2,1.0,8
-16,-166,2,1.0,8
-16,-166,2,1.0,8
-16,-166,2,1.0,8
-16,-166,0,1.0,8
-34,-158,2,1.0,7
-25,-166,2,1.0,7
-25,-166,1,1.0,7
-58,-402,0,1.0,8
2,-437,2,1.0,8
-1,-290,0,1.0,3
-1,-279,0,1.0,3
54,-192,1,1.0,1
-51,-192,0,1.0,1
-21,-192,0,1.0,1
14,-192,1,1.0,1
-145,-380,0,1.0,10
0,-304,1,1.0,7
-402,-293,2,1.0,7
-369,-279,0,1.0,7
-11,-169,2,1.0,7
-1,-211,1,1.0,4
55,-185,1,1.0,3
-156,-174,2,1.0,3
-137,-166,0,1.0,3
-132,-151,2,1.0,3
-187,-149,2,1.0,3
-119,-145,2,1.0,3
-119,-145,0,1.0,3
-10,-99,2,1.0,3
51,-145,1,1.0,2
-14,-145,0,1.0,2
-161,-59,0,1.0,1
-67,-325,0,1.0,10
0,-354,0,1.0,10
0,-384,1,1.0,8
-4,-376,0,1.0,8
6,-188,0,1.0,2
95,-177,1,1.0,1
-45,-176,1,1.0,1
-80,-176,0,1.0,1
99,-173,1,1.0,1
4,-173,1,1.0,1
-104,-170,0,1.0,1
-69,-170,0,1.0,1
-54,-170,2,1.0,1
-109,-168,0,1.0,1
16,-168,2,1.0,1
16,-168,1,1.0,1
-14,-168,0,1.0,1
76,-167,2,1.0,1
71,-164,1,1.0,1
-29,-164,2,1.0,1
-29,-164,0,1.0,1
-144,-456,0,1.0,12
0,-350,2,1.0,12
0,-268,1,1.0,6
0,-233,0,1.0,5
0,-229,1,1.0,5
-1,-209,0,1.0,4
-24,-199,0,1.0,3
-19,-194,0,1.0,3
74,-193,1,1.0,2
77,-175,1,1.0,2
47,-174,1,1.0,2
37,-174,1,1.0,2
-13,-174,0,1.0,1
-173,-333,0,1.0,14
0,-377,1,1.0,13
1,-200,1,1.0,6
-356,-153,2,1.0,5
-265,-140,0,1.0,5
15,-112,2,1.0,5
-20,-127,0,1.0,4
-50,-126,0,1.0,3
70,-126,1,1.0,2
60,-119,1,1.0,1
0,-119,0,1.0,1
75,-119,1,1.0,1
-5,-119,2,1.0,1
-149,-475,0,1.0,16
2,-405,2,1.0,16
0,-289,2,1.0,11
17,-184,0,1.0,5
33,-175,1,1.0,4
-17,-175,0,1.0,4
-42,-175,1,1.0,4
-396,-112,2,1.0,4
-376,-104,0,1.0,4
-304,-86,2,1.0,4
-289,-80,2,1.0,4
-278,-76,2,1.0,4
-258,-67,0,1.0,4
-70,-462,0,1.0,16
2,-402,2,1.0,16
11,-194,0,1.0,2
-65,-167,0,1.0,1
-29,-167,0,1.0,1
41,-166,1,1.0,1
-39,-166,0,1.0,1
-19,-166,2,1.0,1
76,-165,1,1.0,1
26,-165,1,1.0,1
-29,-165,0,1.0,1
-97,-462,0,1.0,18
0,-286,1,1.0,18
-295,-264,0,1.0,18
-7,-240,2,1.0,18
152,-185,1,1.0,18
-7,-212,2,1.0,18
-265,-102,0,1.0,17
-15,-80,1,1.0,17
-2,-116,2,1.0,17
-144,-411,0,1.0,8
-2,-436,2,1.0,8
-1,-310,1,1.0,6
0,-331,1,1.0,6
0,-313,0,1.0,6
-1,-350,0,1.0,5
0,-306,0,1.0,2
-134,-376,0,1.0,10
0,-342,1,1.0,6
-55,-206,0,1.0,1
14,-199,1,1.0,1
-16,-199,0,1.0,1
14,-199,1,1.0,1
-159,-416,0,1.0,12
0,-253,1,1.0,5
-401,-149,2,1.0,5
-367,-135,0,1.0,5
57,-133,2,1.0,5
62,-133,0,1.0,5
52,-109,1,1.0,3
32,-108,1,1.0,2
12,-133,0,1.0,2
-18,-108,0,1.0,2
72,-107,1,1.0,2
17,-107,0,1.0,2
47,-107,1,1.0,2
-13,-133,0,1.0,2
7,-133,1,1.0,1
-28,-133,0,1.0,1
-38,-132,0,1.0,1
27,-132,1,1.0,1
-160,-372,0,1.0,14
1,-395,2,1.0,14
12,-194,1,1.0,3
16,-187,1,1.0,3
-29,-187,0,1.0,3
-70,-168,0,1.0,3
5,-168,1,1.0,3
-30,-168,0,1.0,3
0,-168,2,1.0,3
-107,-170,0,1.0,2
-73,-169,0,1.0,2
-33,-169,1,1.0,2
-26,-81,2,1.0,2
-26,-81,0,1.0,2
-61,-80,1,1.0,2
-96,-80,0,1.0,2
-26,-80,2,1.0,2
-26,-80,0,1.0,2
-61,-80,0,1.0,2
-6,-80,2,1.0,2
-9,-104,2,1.0,1
-69,-104,2,1.0,1
-69,-104,1,1.0,1
-119,-104,1,1.0,1
-176,-98,0,1.0,1
-136,-98,2,1.0,1
-136,-98,0,1.0,1
-36,-98,1,1.0,1
-116,-98,1,1.0,1
-156,-98,0,1.0,1
-121,-98,2,1.0,1
-219,-88,0,1.0,1
-7,-85,2,1.0,1
-124,-327,2,1.0,16
-55,-370,0,1.0,16
0,-331,1,1.0,15
-66,-254,0,1.0,15
11,-247,2,1.0,15
-77,-455,0,1.0,16
-53,-453,2,1.0,16
-1,-303,0,1.0,16
0,-387,1,1.0,15
37,-369,2,1.0,15
-61,-191,2,1.0,15
-61,-191,0,1.0,15
3,-225,2,1.0,15
-8,-370,1,1.0,16
-3,-368,2,1.0,16
-117,-340,0,1.0,15
6,-275,1,1.0,15
-9,-238,2,1.0,15
-1,-245,1,1.0,14
-25,-154,2,1.0,14
-43,-295,0,1.0,8
1,-289,2,1.0,8
0,-377,2,1.0,7
0,-365,2,1.0,6
0,-359,2,1.0,6
-2,-245,2,1.0,3
0,-231,2,1.0,3
0,-223,1,1.0,3
-136,-201,2,1.0,3
-17,-220,0,1.0,3
-11,-192,2,1.0,3
-80,-184,0,1.0,1
-158,-325,0,1.0,10
19,-223,1,1.0,2
-83,-248,0,1.0,1
-162,-420,0,1.0,12
-24,-267,0,1.0,2
-175,-336,0,1.0,14
-106,-365,0,1.0,14
0,-200,1,1.0,7
-28,-198,0,1.0,6
5,-192,0,1.0,4
29,-185,1,1.0,4
-81,-180,0,1.0,3
39,-180,1,1.0,3
250,-95,1,1.0,1
-96,-375,0,1.0,16
0,-211,0,1.0,10
-1,-200,1,1.0,9
-12,-186,0,1.0,7
6,-189,1,1.0,6
-81,-183,1,1.0,5
74,-84,1,1.0,5
44,-84,1,1.0,5
-41,-84,2,1.0,5
-41,-84,0,1.0,5
-1,-84,0,1.0,5
19,-84,2,1.0,5
19,-84,1,1.0,5
-31,-84,0,1.0,5
-6,-84,2,1.0,5
41,-113,0,1.0,4
-6,-85,2,1.0,4
-34,-129,0,1.0,3
18,-98,2,1.0,3
21,-129,1,1.0,3
-14,-129,0,1.0,3
73,-97,2,1.0,3
73,-97,1,1.0,3
1,-129,1,1.0,3
-17,-97,0,1.0,3
4,-86,2,1.0,3
18,-96,1,1.0,2
58,-95,0,1.0,2
73,-95,1,1.0,2
-2,-95,2,1.0,2
-292,-74,0,1.0,1
-58,-126,0,1.0,1
12,-126,1,1.0,1
37,-125,2,1.0,1
37,-125,1,1.0,1
-38,-125,2,1.0,1
-38,-125,2,1.0,1
-38,-125,0,1.0,1
2,-125,2,1.0,1
-128,-466,2,1.0,18
-33,-389,0,1.0,18
0,-283,0,1.0,18
0,-336,0,1.0,17
0,-226,0,1.0,16
0,-200,0,1.0,10
7,-187,1,1.0,8
-23,-181,0,1.0,6
-17,-165,0,1.0,5
18,-165,1,1.0,4
-22,-165,2,1.0,4
-22,-165,1,1.0,4
21,-117,1,1.0,4
-4,-117,1,1.0,4
-119,-152,1,1.0,4
-145,-142,2,1.0,4
-77,-411,1,1.0,18
-136,-377,0,1.0,18
11,-199,1,1.0,3
-29,-199,0,1.0,2
16,-199,0,1.0,2
165,-144,0,1.0,1
163,-131,2,1.0,1
153,-127,1,1.0,1
-22,-127,0,1.0,1
-73,-451,0,1.0,20
0,-342,0,1.0,19
-1,-200,1,1.0,9
-43,-192,0,1.0,8
-3,-183,1,1.0,7
-26,-182,0,1.0,6
12,-183,1,1.0,5
13,-179,0,1.0,4
7,-183,0,1.0,3
42,-183,1,1.0,3
79,-151,1,1.0,2
-131,-152,0,1.0,1
-92,-419,0,1.0,20
0,-420,0,1.0,19
0,-334,1,1.0,16
0,-200,0,1.0,13
0,-206,0,1.0,12
-7,-197,1,1.0,11
-9,-189,0,1.0,10
1,-171,1,1.0,9
-5,-188,0,1.0,8
21,-181,1,1.0,8
-14,-180,0,1.0,7
20,-151,1,1.0,6
-35,-151,1,1.0,6
0,-155,1,1.0,6
17,-134,1,1.0,5
37,-134,0,1.0,4
-5,-155,1,1.0,4
-114,-144,0,1.0,3
-13,-153,0,1.0,3
37,-153,1,1.0,3
107,-152,1,1.0,2
-38,-152,0,1.0,2
-178,-93,0,1.0,1
122,-92,1,1.0,1
-9,-293,0,1.0,19
0,-369,0,1.0,19
0,-394,0,1.0,18
-1,-200,1,1.0,12
-1,-196,1,1.0,11
2,-191,0,1.0,8
24,-180,0,1.0,6
-68,-165,0,1.0,5
107,-164,1,1.0,3
26,-151,1,1.0,2
-14,-151,0,1.0,2
-44,-151,0,1.0,2
71,-150,1,1.0,1
26,-150,1,1.0,1
-146,-411,0,1.0,20
0,-200,0,1.0,13
1,-212,1,1.0,12
10,-187,1,1.0,12
-22,-186,0,1.0,12
-14,-187,0,1.0,11
8,-185,0,1.0,11
-20,-165,1,1.0,10
-59,-94,0,1.0,10
-11,-326,0,1.0,20
1,-407,1,1.0,20
-240,-309,0,1.0,20
2,-285,2,1.0,20
0,-200,1,1.0,13
